"","name","year","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"47","Joaquin",2015,9,30,0,25.8,-71.3,"tropical storm","0",60,985,126.5858,0
"48","Joaquin",2015,9,29,18,26,-70.8,"tropical storm","0",55,992,92.0624,0
"49","Joaquin",2015,9,29,12,26.2,-70.5,"tropical storm","0",45,999,80.5546,0
"50","Joaquin",2015,9,29,6,26.5,-70.3,"tropical storm","0",35,1002,69.0468,0
"51","Joaquin",2015,9,29,0,26.9,-70.1,"tropical storm","0",35,1002,69.0468,0
"52","Joaquin",2015,9,28,18,27.4,-70,"tropical depression","-1",30,1003,0,0
"53","Joaquin",2015,9,28,12,27.7,-69.7,"tropical depression","-1",30,1006,0,0
"54","Joaquin",2015,9,28,6,27.6,-69.3,"tropical depression","-1",30,1007,0,0
"55","Joaquin",2015,9,28,0,27.4,-69,"tropical depression","-1",30,1007,0,0
"56","Ida",2015,9,27,6,24.5,-47.7,"tropical depression","-1",25,1007,0,0
"57","Ida",2015,9,27,0,24.3,-47.2,"tropical depression","-1",30,1006,0,0
"58","Ida",2015,9,26,18,24,-46.7,"tropical depression","-1",30,1006,0,0
"59","Ida",2015,9,26,12,23.6,-46.2,"tropical depression","-1",30,1006,0,0
"60","Ida",2015,9,26,6,23.1,-45.8,"tropical depression","-1",30,1006,0,0
"61","Ida",2015,9,26,0,22.6,-45.5,"tropical depression","-1",30,1006,0,0
"62","Ida",2015,9,25,18,22.2,-45.2,"tropical depression","-1",30,1006,0,0
"63","Ida",2015,9,25,12,21.8,-45.1,"tropical depression","-1",30,1006,0,0
"64","Ida",2015,9,25,6,21.4,-45,"tropical depression","-1",30,1006,0,0
"65","Ida",2015,9,25,0,21,-45,"tropical depression","-1",30,1006,0,0
"66","Ida",2015,9,24,18,20.5,-45,"tropical depression","-1",30,1005,0,0
"67","Ida",2015,9,24,12,20,-45.2,"tropical depression","-1",30,1005,0,0
"68","Ida",2015,9,24,6,19.7,-45.7,"tropical depression","-1",30,1005,0,0
"69","Ida",2015,9,24,0,19.7,-46.4,"tropical storm","0",35,1004,138.0936,0
"70","Ida",2015,9,23,18,19.9,-46.9,"tropical storm","0",35,1004,149.6014,0
"71","Ida",2015,9,23,12,20.3,-47.2,"tropical storm","0",35,1004,195.6326,0
"72","Ida",2015,9,23,6,20.6,-47.2,"tropical storm","0",35,1004,207.1404,0
"73","Ida",2015,9,23,0,20.9,-47.2,"tropical storm","0",35,1004,218.6482,0
"74","Ida",2015,9,22,18,21.1,-47.4,"tropical storm","0",40,1003,230.156,0
"75","Ida",2015,9,22,12,21.4,-47.9,"tropical storm","0",40,1002,230.156,0
"76","Ida",2015,9,22,6,21.4,-48.5,"tropical storm","0",40,1002,241.6638,0
"77","Ida",2015,9,22,0,21.3,-48.9,"tropical storm","0",40,1002,253.1716,0
"78","Ida",2015,9,21,18,20.9,-48.7,"tropical storm","0",45,1001,253.1716,0
"79","Ida",2015,9,21,12,20.5,-48.1,"tropical storm","0",45,1001,241.6638,0
"80","Ida",2015,9,21,6,19.7,-47.3,"tropical storm","0",45,1002,230.156,0
"81","Ida",2015,9,21,0,18.8,-46.5,"tropical storm","0",40,1003,218.6482,0
"82","Ida",2015,9,20,18,17.8,-45.6,"tropical storm","0",40,1003,207.1404,0
"83","Ida",2015,9,20,12,16.9,-44.4,"tropical storm","0",40,1004,195.6326,0
"84","Ida",2015,9,20,6,16.2,-43.1,"tropical storm","0",40,1004,184.1248,0
"85","Ida",2015,9,20,0,15.6,-41.9,"tropical storm","0",40,1004,172.617,0
"86","Ida",2015,9,19,18,15.1,-40.6,"tropical storm","0",35,1005,149.6014,0
"87","Nine",2015,9,19,12,18.5,-49.4,"tropical depression","-1",25,1009,0,0
"88","Ida",2015,9,19,12,14.6,-39.4,"tropical storm","0",35,1005,138.0936,0
"89","Nine",2015,9,19,6,18.3,-48.8,"tropical depression","-1",25,1009,0,0
"90","Ida",2015,9,19,6,14.1,-38.4,"tropical storm","0",35,1005,138.0936,0
"91","Nine",2015,9,19,0,18.1,-48.1,"tropical depression","-1",25,1008,0,0
"92","Ida",2015,9,19,0,13.7,-37.6,"tropical storm","0",35,1005,126.5858,0
"93","Nine",2015,9,18,18,17.9,-47.3,"tropical depression","-1",25,1007,0,0
"94","Ida",2015,9,18,18,13.4,-37,"tropical depression","-1",30,1006,0,0
"95","Nine",2015,9,18,12,17.6,-46.6,"tropical depression","-1",25,1007,0,0
"96","Ida",2015,9,18,12,13.2,-36.4,"tropical depression","-1",25,1007,0,0
"97","Nine",2015,9,18,6,17.3,-45.8,"tropical depression","-1",25,1007,0,0
"98","Ida",2015,9,18,6,12.9,-35.7,"tropical depression","-1",25,1007,0,0
"99","Nine",2015,9,18,0,16.8,-45.2,"tropical depression","-1",25,1007,0,0
"100","Nine",2015,9,17,18,16.3,-45.1,"tropical depression","-1",25,1007,0,0
"101","Nine",2015,9,17,12,15.9,-45.1,"tropical depression","-1",30,1006,0,0
"102","Nine",2015,9,17,6,15.6,-45,"tropical depression","-1",30,1006,0,0
"103","Nine",2015,9,17,0,15.3,-44.8,"tropical depression","-1",25,1008,0,0
"104","Nine",2015,9,16,18,15,-44.4,"tropical depression","-1",25,1009,0,0
"105","Nine",2015,9,16,12,14.5,-43.7,"tropical depression","-1",25,1009,0,0
"106","Henri",2015,9,11,6,35.7,-60.3,"tropical storm","0",40,1010,172.617,0
"107","Henri",2015,9,11,0,34.3,-60.7,"tropical storm","0",40,1009,172.617,0
"108","Henri",2015,9,10,18,33.2,-60.9,"tropical storm","0",40,1007,172.617,0
"109","Henri",2015,9,10,12,32.2,-60.9,"tropical storm","0",40,1006,172.617,0
"110","Henri",2015,9,10,6,31.6,-60.9,"tropical storm","0",45,1005,172.617,0
"111","Henri",2015,9,10,0,31.2,-60.8,"tropical storm","0",45,1003,172.617,0
"112","Henri",2015,9,9,18,30.9,-60.8,"tropical storm","0",45,1003,138.0936,0
"113","Henri",2015,9,9,12,30.8,-61,"tropical storm","0",40,1005,92.0624,0
"114","Henri",2015,9,9,6,30.8,-61.2,"tropical storm","0",35,1007,92.0624,0
"115","Henri",2015,9,9,0,30.8,-61.4,"tropical storm","0",35,1009,92.0624,0
"116","Henri",2015,9,8,18,30.8,-61.6,"tropical depression","-1",30,1011,0,0
"117","Fred",2015,9,6,12,25.3,-43.2,"tropical depression","-1",25,1010,0,0
"118","Fred",2015,9,6,6,24.5,-43.3,"tropical depression","-1",30,1010,0,0
"119","Fred",2015,9,6,0,23.8,-42.9,"tropical depression","-1",30,1009,0,0
"120","Fred",2015,9,5,18,23.5,-42.2,"tropical depression","-1",30,1008,0,0
"121","Fred",2015,9,5,12,23.3,-41.5,"tropical depression","-1",30,1008,0,0
"122","Fred",2015,9,5,6,23,-40.6,"tropical storm","0",35,1007,34.5234,0
"123","Fred",2015,9,5,0,22.7,-39.6,"tropical storm","0",35,1006,34.5234,0
"124","Fred",2015,9,4,18,22.4,-38.7,"tropical depression","-1",30,1006,0,0
"125","Fred",2015,9,4,12,22.2,-37.9,"tropical depression","-1",30,1005,0,0
"126","Fred",2015,9,4,6,22,-36.9,"tropical storm","0",35,1005,92.0624,0
"127","Fred",2015,9,4,0,21.9,-36,"tropical storm","0",35,1005,92.0624,0
"128","Fred",2015,9,3,18,21.8,-34.9,"tropical storm","0",35,1005,92.0624,0
"129","Fred",2015,9,3,12,21.3,-33.7,"tropical storm","0",40,1005,92.0624,0
"130","Fred",2015,9,3,6,20.7,-32.9,"tropical storm","0",40,1005,92.0624,0
"131","Fred",2015,9,3,0,20.4,-32.2,"tropical storm","0",35,1006,92.0624,0
"132","Fred",2015,9,2,18,20,-31.4,"tropical storm","0",35,1006,92.0624,0
"133","Fred",2015,9,2,12,19.6,-30.5,"tropical storm","0",40,1005,103.5702,0
"134","Fred",2015,9,2,6,19.3,-29.7,"tropical storm","0",40,1004,126.5858,0
"135","Fred",2015,9,2,0,19.1,-28.7,"tropical storm","0",45,1003,126.5858,0
"136","Fred",2015,9,1,18,18.7,-27.6,"tropical storm","0",45,1003,126.5858,0
"137","Fred",2015,9,1,12,18.2,-26.7,"tropical storm","0",50,1000,126.5858,0
"138","Fred",2015,9,1,6,17.8,-25.7,"tropical storm","0",60,994,149.6014,0
"139","Fred",2015,9,1,0,17.4,-24.9,"hurricane","1",65,991,149.6014,23.0156
"140","Fred",2015,8,31,18,16.8,-24.1,"hurricane","1",70,988,149.6014,28.7695
"141","Fred",2015,8,31,12,16.1,-23.3,"hurricane","1",75,986,149.6014,28.7695
"142","Fred",2015,8,31,6,15.3,-22.5,"hurricane","1",70,989,149.6014,28.7695
"143","Fred",2015,8,31,0,14.6,-21.7,"hurricane","1",65,992,149.6014,23.0156
"144","Fred",2015,8,30,18,14,-20.7,"tropical storm","0",55,998,126.5858,0
"145","Fred",2015,8,30,12,13.1,-19.5,"tropical storm","0",45,1004,92.0624,0
"146","Fred",2015,8,30,6,12.2,-18.4,"tropical storm","0",35,1005,69.0468,0
"147","Fred",2015,8,30,0,11.6,-17.5,"tropical depression","-1",30,1007,0,0
"148","Erika",2015,8,28,12,17.6,-68.6,"tropical storm","0",45,1008,161.1092,0
"149","Erika",2015,8,28,6,17.5,-66.8,"tropical storm","0",45,1006,161.1092,0
"150","Erika",2015,8,28,0,17.2,-65.1,"tropical storm","0",45,1006,138.0936,0
"151","Erika",2015,8,27,18,16.6,-63.6,"tropical storm","0",45,1006,138.0936,0
"152","Erika",2015,8,27,12,16.5,-62.2,"tropical storm","0",45,1004,138.0936,0
"153","Erika",2015,8,27,6,16.5,-60.8,"tropical storm","0",45,1001,115.078,0
"154","Erika",2015,8,27,0,16.6,-59.5,"tropical storm","0",40,1006,103.5702,0
"155","Erika",2015,8,26,18,16.4,-58.2,"tropical storm","0",40,1005,103.5702,0
"156","Erika",2015,8,26,12,16.2,-56.8,"tropical storm","0",40,1005,103.5702,0
"157","Erika",2015,8,26,6,15.9,-55.2,"tropical storm","0",35,1005,103.5702,0
"158","Erika",2015,8,26,0,15.7,-53.6,"tropical storm","0",35,1006,103.5702,0
"159","Erika",2015,8,25,18,15.3,-51.9,"tropical storm","0",35,1004,80.5546,0
"160","Erika",2015,8,25,12,15,-50.2,"tropical storm","0",40,1003,80.5546,0
"161","Erika",2015,8,25,6,14.7,-48.6,"tropical storm","0",40,1003,80.5546,0
"162","Erika",2015,8,25,0,14.4,-46.9,"tropical storm","0",40,1003,80.5546,0
"163","Erika",2015,8,24,18,14.3,-45.1,"tropical storm","0",40,1003,80.5546,0
"164","Danny",2015,8,24,12,15.8,-61.3,"tropical depression","-1",30,1009,0,0
"165","Danny",2015,8,24,6,15.8,-60.4,"tropical storm","0",35,1008,57.539,0
"166","Danny",2015,8,24,0,15.6,-59.3,"tropical storm","0",40,1007,57.539,0
"167","Danny",2015,8,23,18,15.6,-58.2,"tropical storm","0",40,1004,80.5546,0
"168","Danny",2015,8,23,12,15.7,-56.7,"tropical storm","0",45,1002,80.5546,0
"169","Danny",2015,8,23,6,15.7,-55.3,"tropical storm","0",50,1001,92.0624,0
"170","Danny",2015,8,23,0,15.6,-54,"tropical storm","0",55,999,92.0624,0
"171","Danny",2015,8,22,18,15.5,-52.7,"hurricane","1",65,990,92.0624,11.5078
"172","Danny",2015,8,22,12,15.3,-51.4,"hurricane","1",75,985,92.0624,28.7695
"173","Danny",2015,8,22,6,15,-50.3,"hurricane","2",85,980,92.0624,28.7695
"174","Danny",2015,8,22,0,14.7,-49.4,"hurricane","2",95,973,92.0624,28.7695
"175","Danny",2015,8,21,18,14.3,-48.6,"hurricane","3",105,966,92.0624,28.7695
"176","Danny",2015,8,21,12,13.8,-47.8,"hurricane","3",110,960,92.0624,28.7695
"177","Danny",2015,8,21,6,13.5,-47,"hurricane","2",95,973,92.0624,23.0156
"178","Danny",2015,8,21,0,13.2,-46.2,"hurricane","2",85,981,92.0624,23.0156
"179","Danny",2015,8,20,18,12.8,-45.3,"hurricane","1",75,990,92.0624,23.0156
"180","Danny",2015,8,20,12,12.3,-44.4,"hurricane","1",65,995,92.0624,23.0156
"181","Danny",2015,8,20,6,11.9,-43.5,"tropical storm","0",60,998,80.5546,0
"182","Danny",2015,8,20,0,11.7,-42.5,"tropical storm","0",55,1000,80.5546,0
"183","Danny",2015,8,19,18,11.5,-41.5,"tropical storm","0",50,1001,80.5546,0
"184","Danny",2015,8,19,12,11.2,-40.6,"tropical storm","0",45,1002,92.0624,0
"185","Danny",2015,8,19,6,11,-39.5,"tropical storm","0",45,1003,80.5546,0
"186","Danny",2015,8,19,0,10.9,-38.4,"tropical storm","0",45,1005,80.5546,0
"187","Danny",2015,8,18,18,10.7,-37.1,"tropical storm","0",40,1006,80.5546,0
"188","Danny",2015,8,18,12,10.5,-35.9,"tropical storm","0",35,1008,46.0312,0
"189","Danny",2015,8,18,6,10.4,-34.8,"tropical depression","-1",30,1009,0,0
"190","Claudette",2015,7,14,18,42,-60,"tropical storm","0",40,1004,138.0936,0
"191","Claudette",2015,7,14,12,40.7,-62,"tropical storm","0",45,1004,138.0936,0
"192","Claudette",2015,7,14,6,39.4,-64.1,"tropical storm","0",45,1004,115.078,0
"193","Claudette",2015,7,14,0,38.4,-65.7,"tropical storm","0",45,1004,92.0624,0
"194","Claudette",2015,7,13,18,37.6,-67.5,"tropical storm","0",45,1003,92.0624,0
"195","Claudette",2015,7,13,12,36.8,-69.4,"tropical storm","0",40,1005,92.0624,0
"196","Claudette",2015,7,13,6,36,-71.1,"tropical depression","-1",30,1008,0,0
"197","Bill",2015,6,18,12,34.8,-96.3,"tropical depression","-1",20,1003,0,0
"198","Bill",2015,6,18,6,34.2,-96.9,"tropical depression","-1",25,1002,0,0
"199","Bill",2015,6,18,0,33.5,-97.3,"tropical depression","-1",25,1000,0,0
"200","Bill",2015,6,17,18,32.6,-97.5,"tropical depression","-1",25,999,0,0
"201","Bill",2015,6,17,12,31.7,-97.4,"tropical depression","-1",30,999,0,0
"202","Bill",2015,6,17,6,30.3,-97.1,"tropical depression","-1",30,999,0,0
"203","Bill",2015,6,17,0,29.1,-96.9,"tropical storm","0",40,998,149.6014,0
"204","Bill",2015,6,16,18,28.2,-96.7,"tropical storm","0",50,997,184.1248,0
"205","Bill",2015,6,16,16,28.2,-96.7,"tropical storm","0",50,997,184.1248,0
"206","Bill",2015,6,16,12,28,-96,"tropical storm","0",50,997,184.1248,0
"207","Bill",2015,6,16,6,27.6,-95.2,"tropical storm","0",45,1001,149.6014,0
"208","Bill",2015,6,16,0,27,-94.3,"tropical storm","0",45,1005,161.1092,0
"209","Ana",2015,5,11,18,37,-76.3,"tropical depression","-1",30,1012,0,0
"210","Ana",2015,5,11,12,36.2,-77.3,"tropical depression","-1",30,1012,0,0
"211","Ana",2015,5,11,6,35.5,-78,"tropical depression","-1",30,1010,0,0
"212","Ana",2015,5,11,0,34.7,-78.5,"tropical depression","-1",30,1009,0,0
"213","Ana",2015,5,10,18,34.3,-78.7,"tropical depression","-1",30,1006,0,0
"214","Ana",2015,5,10,12,33.9,-78.8,"tropical storm","0",35,1002,149.6014,0
"215","Ana",2015,5,10,10,33.8,-78.8,"tropical storm","0",40,1002,172.617,0
"216","Ana",2015,5,10,6,33.5,-78.6,"tropical storm","0",40,1002,172.617,0
"217","Ana",2015,5,10,0,33.1,-78.3,"tropical storm","0",45,1001,184.1248,0
"218","Ana",2015,5,9,18,32.7,-78,"tropical storm","0",45,1001,230.156,0
"219","Ana",2015,5,9,12,32.5,-77.8,"tropical storm","0",50,1001,230.156,0
"220","Ana",2015,5,9,6,32.2,-77.5,"tropical storm","0",50,998,230.156,0
"221","Hanna",2014,10,28,0,15,-84.3,"tropical depression","-1",30,1007,0,0
"222","Hanna",2014,10,27,18,14.9,-83.5,"tropical depression","-1",30,1006,0,0
"223","Hanna",2014,10,27,16,14.9,-83.3,"tropical storm","0",35,1005,80.5546,0
"224","Hanna",2014,10,27,12,14.9,-83,"tropical storm","0",35,1005,80.5546,0
"225","Hanna",2014,10,27,6,15,-82.4,"tropical storm","0",35,1005,80.5546,0
"226","Hanna",2014,10,27,0,15.1,-82,"tropical depression","-1",30,1006,0,0
"227","Hanna",2014,10,22,18,19.3,-91.9,"tropical depression","-1",30,1003,0,0
"228","Hanna",2014,10,22,12,19.4,-92.4,"tropical depression","-1",30,1002,0,0
"229","Hanna",2014,10,22,6,19.5,-92.9,"tropical depression","-1",30,1001,0,0
"230","Hanna",2014,10,22,0,19.5,-93.3,"tropical depression","-1",30,1000,0,0
"231","Gonzalo",2014,10,19,12,47.8,-50.1,"hurricane","1",70,970,414.2808,138.0936
"232","Gonzalo",2014,10,19,6,44.5,-54.8,"hurricane","1",80,968,414.2808,138.0936
"233","Gonzalo",2014,10,19,0,41.2,-58.3,"hurricane","2",85,965,414.2808,138.0936
"234","Gonzalo",2014,10,18,18,38.2,-60.9,"hurricane","2",85,964,391.2652,138.0936
"235","Gonzalo",2014,10,18,12,35.6,-62.6,"hurricane","2",85,960,333.7262,126.5858
"236","Gonzalo",2014,10,18,6,33.7,-63.9,"hurricane","2",90,955,299.2028,115.078
"237","Gonzalo",2014,10,18,0,32.2,-64.9,"hurricane","2",95,952,299.2028,115.078
"238","Gonzalo",2014,10,18,0,32.3,-64.8,"hurricane","2",95,952,299.2028,115.078
"239","Gonzalo",2014,10,17,18,31,-65.7,"hurricane","3",105,949,299.2028,115.078
"240","Gonzalo",2014,10,17,12,29.8,-66.5,"hurricane","3",110,947,299.2028,115.078
"241","Gonzalo",2014,10,17,6,28.6,-67.2,"hurricane","4",115,945,299.2028,97.8163
"242","Gonzalo",2014,10,17,0,27.4,-67.8,"hurricane","4",120,942,299.2028,97.8163
"243","Gonzalo",2014,10,16,18,26.5,-68.3,"hurricane","4",125,942,276.1872,86.3085
"244","Gonzalo",2014,10,16,12,25.6,-68.7,"hurricane","4",125,940,276.1872,86.3085
"245","Gonzalo",2014,10,16,6,25,-68.7,"hurricane","4",115,948,253.1716,69.0468
"246","Gonzalo",2014,10,16,0,24.4,-68.6,"hurricane","3",110,953,230.156,69.0468
"247","Gonzalo",2014,10,15,18,23.8,-68.3,"hurricane","3",110,953,218.6482,57.539
"248","Gonzalo",2014,10,15,12,23.1,-67.7,"hurricane","4",115,949,218.6482,51.7851
"249","Gonzalo",2014,10,15,6,22.5,-67,"hurricane","4",115,953,195.6326,46.0312
"250","Gonzalo",2014,10,15,0,21.7,-66.2,"hurricane","4",115,956,195.6326,40.2773
"251","Gonzalo",2014,10,14,18,20.8,-65.5,"hurricane","3",100,968,172.617,40.2773
"252","Gonzalo",2014,10,14,12,19.9,-64.8,"hurricane","2",95,973,172.617,40.2773
"253","Gonzalo",2014,10,14,6,19.1,-64,"hurricane","2",90,976,172.617,40.2773
"254","Gonzalo",2014,10,14,0,18.3,-63.2,"hurricane","1",80,983,172.617,34.5234
"255","Gonzalo",2014,10,13,23,18.2,-63.1,"hurricane","1",75,984,172.617,28.7695
"256","Gonzalo",2014,10,13,22,18.1,-63,"hurricane","1",75,984,172.617,28.7695
"257","Gonzalo",2014,10,13,18,17.6,-62.4,"hurricane","1",70,988,172.617,28.7695
"258","Gonzalo",2014,10,13,14,17.1,-61.8,"hurricane","1",65,990,149.6014,17.2617
"259","Gonzalo",2014,10,13,12,17,-61.5,"hurricane","1",65,992,149.6014,17.2617
"260","Gonzalo",2014,10,13,6,16.7,-60.6,"tropical storm","0",55,996,115.078,0
"261","Fay",2014,10,13,0,33.9,-59,"tropical storm","0",50,990,345.234,0
"262","Gonzalo",2014,10,13,0,16.5,-59.7,"tropical storm","0",45,1001,103.5702,0
"263","Fay",2014,10,12,18,33.6,-61.9,"tropical storm","0",60,986,345.234,0
"264","Gonzalo",2014,10,12,18,16.4,-58.8,"tropical storm","0",40,1004,103.5702,0
"265","Fay",2014,10,12,12,33.1,-63.9,"hurricane","1",70,983,310.7106,23.0156
"266","Gonzalo",2014,10,12,12,16.4,-57.9,"tropical storm","0",35,1006,103.5702,0
"267","Fay",2014,10,12,8,32.3,-64.7,"hurricane","1",70,984,310.7106,23.0156
"268","Fay",2014,10,12,6,31.7,-64.9,"hurricane","1",65,985,310.7106,23.0156
"269","Gonzalo",2014,10,12,6,16.4,-56.9,"tropical depression","-1",30,1008,0,0
"270","Fay",2014,10,12,0,30.2,-65.2,"tropical storm","0",60,987,310.7106,0
"271","Gonzalo",2014,10,12,0,16.4,-55.9,"tropical depression","-1",30,1010,0,0
"272","Fay",2014,10,11,18,28.7,-65.4,"tropical storm","0",60,988,310.7106,0
"273","Fay",2014,10,11,12,27.2,-65.3,"tropical storm","0",60,990,230.156,0
"274","Fay",2014,10,11,6,26,-65,"tropical storm","0",55,994,184.1248,0
"275","Edouard",2014,9,19,12,39.5,-38.1,"tropical storm","0",45,994,115.078,0
"276","Edouard",2014,9,19,6,39.9,-38.9,"tropical storm","0",55,988,276.1872,0
"277","Edouard",2014,9,19,0,39.9,-40.1,"tropical storm","0",60,980,333.7262,0
"278","Edouard",2014,9,18,18,39.9,-42.1,"hurricane","1",65,973,333.7262,103.5702
"279","Edouard",2014,9,18,12,39.9,-44.1,"hurricane","1",70,969,333.7262,103.5702
"280","Edouard",2014,9,18,6,39.3,-46.7,"hurricane","1",70,964,356.7418,92.0624
"281","Edouard",2014,9,18,0,38.3,-49.5,"hurricane","1",75,958,345.234,103.5702
"282","Edouard",2014,9,17,18,37.2,-52.4,"hurricane","1",80,955,345.234,103.5702
"283","Edouard",2014,9,17,12,35.7,-54.5,"hurricane","1",80,957,333.7262,115.078
"284","Edouard",2014,9,17,6,34.3,-56,"hurricane","2",85,958,333.7262,115.078
"285","Edouard",2014,9,17,0,32.9,-57,"hurricane","2",85,959,333.7262,115.078
"286","Edouard",2014,9,16,18,31.7,-57.7,"hurricane","2",95,958,333.7262,103.5702
"287","Edouard",2014,9,16,12,30.6,-57.8,"hurricane","3",105,955,322.2184,103.5702
"288","Edouard",2014,9,16,6,29.5,-57.3,"hurricane","3",100,956,322.2184,92.0624
"289","Edouard",2014,9,16,0,28.5,-56.7,"hurricane","2",95,960,322.2184,80.5546
"290","Edouard",2014,9,15,18,27.7,-56.1,"hurricane","2",95,962,322.2184,69.0468
"291","Edouard",2014,9,15,12,27,-55.1,"hurricane","2",90,966,287.695,46.0312
"292","Edouard",2014,9,15,6,26.5,-54,"hurricane","2",85,970,287.695,46.0312
"293","Edouard",2014,9,15,0,25.8,-52.7,"hurricane","1",80,975,253.1716,34.5234
"294","Edouard",2014,9,14,18,25.1,-51.5,"hurricane","1",75,980,253.1716,34.5234
"295","Edouard",2014,9,14,12,24.4,-50.3,"hurricane","1",70,985,253.1716,34.5234
"296","Edouard",2014,9,14,6,23.7,-49,"tropical storm","0",60,991,253.1716,0
"297","Edouard",2014,9,14,0,23,-47.9,"tropical storm","0",55,994,195.6326,0
"298","Edouard",2014,9,13,18,22.3,-47,"tropical storm","0",50,995,69.0468,0
"299","Edouard",2014,9,13,12,21.4,-46.4,"tropical storm","0",45,996,69.0468,0
"300","Edouard",2014,9,13,6,20.4,-45.7,"tropical storm","0",45,997,69.0468,0
"301","Edouard",2014,9,13,0,19.6,-44.8,"tropical storm","0",40,998,69.0468,0
"302","Edouard",2014,9,12,18,18.9,-43.6,"tropical storm","0",40,999,69.0468,0
